survey_name,unit_position,type,item_name,label,answer,display_order,subject,premise,y,condition
Inference_Task,10,rating_button,po3po5,...goes to a birthday party for his friend but does not bring a gift?,6,19,6,po3,po,5
Inference_Task,10,rating_button,po3lo5,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",6,22,6,po3,lo,5
Inference_Task,10,rating_button,po3au5,"...takes his father's car out after curfew, against his father's wishes?",6,16,6,po3,au,5
Inference_Task,10,rating_button,pd3lo5,...cheats on her spouse with an ex-lover; the spouse does not find out about the infidelity?,7,78,6,fa_ca_lo,lo,5
Inference_Task,10,rating_button,pd3po5,...plays music through her headphones so loudly that other passengers can hear it while on a bus?,7,58,6,fa_ca_lo,po,5
Inference_Task,10,rating_button,pd3fa5,...edges out another person in a long line?,7,72,6,fa_ca_lo,fa,5
Inference_Task,10,rating_button,pd3sa5,...offers to have oral sex with anyone in the bar while drunk?,6,64,6,fa_ca_lo,sa,5
Inference_Task,10,rating_button,pd3ca5,...laughs when she realizes her friend's dad is a janitor?,7,69,6,fa_ca_lo,ca,5
Inference_Task,10,rating_button,pd3li5,...tells her fiance that he has to switch to her political party?,3,77,6,fa_ca_lo,li,5
Inference_Task,10,rating_button,pd3au5,...tries to undermine all of her boss's ideas in front of others?,4,95,6,fa_ca_lo,au,5
Inference_Task,10,rating_button,sa3ca5,...is driving along an empty road and sees a woman who is clearly injured; he does not stop to help her?,1,153,6,sa3,ca,5
Inference_Task,10,rating_button,sa3po5,...walks away while his conversation partner is still speaking?,2,148,6,sa3,po,5
Inference_Task,10,rating_button,sa3au5,...talks loudly in class while the instructor is teaching?,1,175,6,sa3,au,5
Inference_Task,10,rating_button,sa3li5,...pressures his daughter to become a famous evening news anchor?,5,139,6,sa3,li,5
Inference_Task,10,rating_button,sa3sa5,...marries his first cousin in an elaborate wedding?,6,132,6,sa3,sa,5
Inference_Task,10,rating_button,sa3fa5,...edges out another person in a long line?,2,134,6,sa3,fa,5
Inference_Task,10,rating_button,sa3lo5,...leaves his family business to go work for their main competitor?,3,137,6,sa3,lo,5
Inference_Task,10,rating_button,li3fa5,...edges out another person in a long line?,1,203,6,li3,fa,5
Inference_Task,10,rating_button,li3sa5,...searches through the trash to find women's discarded underwear?,1,230,6,li3,sa,5
Inference_Task,10,rating_button,li3li5,...imposes a curfew on all members of her immediate family?,7,235,6,li3,li,5
Inference_Task,10,rating_button,li3au5,...tries to undermine all of her boss's ideas in front of others?,1,213,6,li3,au,5
Inference_Task,10,rating_button,li3po5,...walks away while her conversation partner is still speaking?,6,200,6,li3,po,5
Inference_Task,10,rating_button,li3lo5,...celebrates with the opposing team's players who just won the game?,1,266,6,li3,lo,5
Inference_Task,10,rating_button,li3ca5,...spanks her child with a spatula for getting bad grades in school?,7,199,6,li3,ca,5
Inference_Task,10,rating_button,lo3li3,...is the leader of a club and bans members from wearing bright colors during club meetings?,2,283,7,lo3,li,3
Inference_Task,10,rating_button,lo3au3,...disobeys his boss; nothing bad happens as a result of his disobedience?,7,301,7,lo3,au,3
Inference_Task,10,rating_button,lo3lo3,...leaves his family business to go work for their main competitor?,7,292,7,lo3,lo,3
Inference_Task,10,rating_button,lo3fa3,...skips to the front of the line because his friend is an employee?,4,288,7,lo3,fa,3
Inference_Task,10,rating_button,lo3ca3,...laughs when he realizes his friend's dad is a janitor?,5,287,7,lo3,ca,3
Inference_Task,10,rating_button,lo3po3,...plays music through his headphones so loudly that other passengers can hear it while on a bus?,6,299,7,lo3,po,3
Inference_Task,10,rating_button,lo3sa3,...looks at pornography in which an 18-year-old model has been digitally altered to look like she is 13?,1,282,7,lo3,sa,3
Inference_Task,10,rating_button,pd3li3,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,3,98,7,po_au_fa,li,3
Inference_Task,10,rating_button,pd3sa3,...offers to have oral sex with anyone in the bar while drunk?,2,68,7,po_au_fa,sa,3
Inference_Task,10,rating_button,pd3lo3,"...gets a job in a foreign nation where her home country is viewed fairly negatively; in order to fit in among their coworkers, Maria makes critical comments about their home country, though Maria does not believe them?",7,85,7,po_au_fa,lo,3
Inference_Task,10,rating_button,pd3po3,...walks away while her conversation partner is still speaking?,7,40,7,po_au_fa,po,3
Inference_Task,10,rating_button,pd3ca3,...tells a boy that his older brother is much more attractive than him?,5,37,7,po_au_fa,ca,3
Inference_Task,10,rating_button,pd3fa3,...takes a shortcut on the course during the marathon in order to win?,7,76,7,po_au_fa,fa,3
Inference_Task,10,rating_button,pd3au3,...has a long and loud conversation with a group of friends during a religious service?,7,59,7,po_au_fa,au,3
Inference_Task,10,rating_button,sa3li3,...imposes a curfew on all members of his immediate family?,6,143,7,sa3,li,3
Inference_Task,10,rating_button,sa3ca3,...makes fun of his brother for getting dumped by his girlfriend?,2,178,7,sa3,ca,3
Inference_Task,10,rating_button,sa3po3,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",1,183,7,sa3,po,3
Inference_Task,10,rating_button,sa3lo3,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",1,165,7,sa3,lo,3
Inference_Task,10,rating_button,sa3fa3,"...hires his nephew for a job, instead of a more qualified applicant?",3,172,7,sa3,fa,3
Inference_Task,10,rating_button,sa3sa3,...marries his first cousin in an elaborate wedding?,4,128,7,sa3,sa,3
Inference_Task,10,rating_button,sa3au3,...tries to undermine all of his boss's ideas in front of others?,1,130,7,sa3,au,3
Inference_Task,10,rating_button,li3au3,...talks loudly and interrupts the mayor's speech to the public?,4,236,7,li3,au,3
Inference_Task,10,rating_button,li3ca3,...spanks her child with a spatula for getting bad grades in school?,6,206,7,li3,ca,3
Inference_Task,10,rating_button,li3fa3,...skips to the front of the line because her friend is an employee?,6,256,7,li3,fa,3
Inference_Task,10,rating_button,li3sa3,...offers to have oral sex with anyone in the bar while drunk?,1,204,7,li3,sa,3
Inference_Task,10,rating_button,li3li3,...forces her daughter to enroll as a pre-med student in college?,7,231,7,li3,li,3
Inference_Task,10,rating_button,li3po3,...eats a T-bone steak with her hands in a fancy restaurant?,1,215,7,li3,po,3
Inference_Task,10,rating_button,li3lo3,...shares a secret that her best friend entrusted to her; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,4,210,7,li3,lo,3
Inference_Task,10,rating_button,lo3ca2,...laughs when he realizes his friend's dad is a janitor?,1,299,8,lo3,ca,2
Inference_Task,10,rating_button,lo3lo2,...leaves his family business to go work for their main competitor?,7,290,8,lo3,lo,2
Inference_Task,10,rating_button,lo3po2,...tries to change the subject of conversation in the middle of his friend's sentence?,5,291,8,lo3,po,2
