survey_name,unit_position,unit_session_id,session,type,item_name,label,optional,showif,created,saved,shown,shown_relative,answer,answered,answered_relative,displaycount,display_order,hidden
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,note,prompt_po31,"Steven has done the following: 
 - tries to change the subject of conversation in the middle of his friend's sentence
 - ignores his personal hygiene and mental health in order to devote more time to his career
 - plays music through his headphones so loudly that other passengers can hear it while on a bus
 
 Given this information, how likely (1 - very unlikely to 7 - very likely) is it that Steven:",1,condition == 1,2022-02-04 19:23:58,,,,,,,,9,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,po3li1,...is the leader of a club and bans members from wearing bright colors during club meetings?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,22,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,po3ca1,...spanks his child with a spatula for getting bad grades in school?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,13,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,po3lo1,...celebrates with the opposing team's players who just won the game?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,12,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,po3fa1,...skips to the front of the line because his friend is an employee?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,14,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,po3au1,"...takes his father's car out after curfew, against his father's wishes?",0,condition == 1,2022-02-04 19:23:58,,,,,,,,18,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,po3sa1,...writes erotic poetry about his pet cat?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,20,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,po3po1,...eats a T-bone steak with his hands in a fancy restaurant?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,11,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,submit,p1_submit_1,Next Question,0,,2022-02-04 19:23:58,,,,,,,,25,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,note,prompt_pd31,"Maria has done the following: 
 - shoots geese repeatedly with a pellet gun out in the woods
 - pretends to be seriously fouled by an opposing player during a local game
 - celebrates with the opposing team's players who just won the game
 
 Given this information, how likely (1 - very unlikely to 7 - very likely) is it that Maria:",1,condition == 1,2022-02-04 19:23:58,,,,,,,,28,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3li1,...is the leader of a club and bans members from wearing bright colors during club meetings?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,74,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3lo1,"...sells government secrets from her nation to another country; the information is classified, though the sale will not have any negative consequences for people in their home nation?",0,condition == 1,2022-02-04 19:23:58,,,,,,,,97,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3sa1,...marries her first cousin in an elaborate wedding?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,89,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3fa1,"...hires her nephew for a job, instead of a more qualified applicant?",0,condition == 1,2022-02-04 19:23:58,,,,,,,,88,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3ca1,...laughs when she realizes her friend's dad is a janitor?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,101,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3po1,...tries to change the subject of conversation in the middle of her friend's sentence?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,102,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3au1,...has a long and loud conversation with a group of friends during a religious service?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,105,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,submit,p2_submit_1,Next Question,0,,2022-02-04 19:23:58,,,,,,,1.0,106,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,note,prompt_sa31,"James has done the following: 
 - writes erotic poetry about his pet cat
 - offers to have oral sex with anyone in the bar while drunk
 - takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage
 
 Given this information, how likely (1 - very unlikely to 7 - very likely) is it that James:",1,condition == 1,2022-02-04 19:23:58,,,,,,,,115,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3fa1,"...hires his nephew for a job, instead of a more qualified applicant?",0,condition == 1,2022-02-04 19:23:58,,,,,,,,164,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3lo1,...leaves his family business to go work for their main competitor?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,168,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3li1,...forces his daughter to enroll as a pre-med student in college?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,160,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3ca1,...is driving along an empty road and sees a woman who is clearly injured; he does not stop to help her?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,134,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3au1,...talks loudly and interrupts the mayor's speech to the public?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,128,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3sa1,...eats the flesh of a deceased relative as part of a group funeral rite?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,122,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3po1,...plays music through his headphones so loudly that other passengers can hear it while on a bus?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,173,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,submit,p3_submit_1,Next Question,0,,2022-02-04 19:23:58,,,,,,,1.0,187,0.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,note,prompt_li31,"Jennifer has done the following: 
 - tells her romantic partner that he must convert to her religion
 - pressures her daughter to become a famous evening news anchor
 - is the leader of a club and bans members from wearing bright colors during club meetings
 
 Given this information, how likely (1 - very unlikely to 7 - very likely) is it that Jennifer:",1,condition == 1,2022-02-04 19:23:58,,,,,,,,194,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,li3lo1,...jokes about the stupidity of people from her home country?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,221,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,li3po1,...goes to a birthday party for her friend but does not bring a gift?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,264,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,li3fa1,...edges out another person in a long line?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,227,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,li3sa1,...eats the flesh of a deceased relative as part of a group funeral rite?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,216,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,li3au1,...tries to undermine all of her boss's ideas in front of others?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,225,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,li3li1,...imposes a curfew on all members of her immediate family?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,243,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,li3ca1,...is driving along an empty road and sees a man who is clearly injured; she does not stop to help him?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,233,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,submit,p4_submit_1,Next Question,0,,2022-02-04 19:23:58,,,,,,,,268,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,note,attention_check_instructions_1,This question is solely intended to be an attention check. Please respond by selecting the number 1 for all the prompts below. You may ignore the text preceding the number options.,1,condition == 1,2022-02-04 19:23:58,,,,,,,,269,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,attention_0_1,"...takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage?",0,condition == 1,2022-02-04 19:23:58,,,,,,,,270,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,attention_1_1,...forces his daughter to enroll as a pre-med student in college?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,271,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,attention_2_1,...has a long and loud conversation with a group of friends during a religious service?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,272,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,attention_3_1,...spanks his child with a spatula for getting bad grades in school?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,273,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,attention_4_1,...takes a shortcut on the course during the marathon in order to win?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,274,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,attention_5_1,"...sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation?",0,condition == 1,2022-02-04 19:23:58,,,,,,,,275,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,attention_6_1,...laughs when he realizes his friend's dad is a janitor?,0,condition == 1,2022-02-04 19:23:58,,,,,,,,276,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,submit,attention_submit_1,Next Question,0,condition == 1,2022-02-04 19:23:58,,,,,,,,277,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,note,prompt_lo32,"Steven has done the following: 
 - sells government secrets from his nation to another country; the information is classified, though the sale will not have any negative consequences for people in his home nation
 - gets a job in a foreign nation where his home country is viewed fairly negatively; in order to fit in among their coworkers, Steven makes critical comments about their home country, though Steven does not believe them
 - celebrates with the opposing team's players who just won the game
 
 Given this information, how likely (1 - very unlikely to 7 - very likely) is it that Steven:",1,condition == 2,2022-02-04 19:23:58,,,,,,,,278,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,lo3ca2,...laughs when he realizes his friend's dad is a janitor?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,301,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,lo3lo2,...leaves his family business to go work for their main competitor?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,296,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,lo3po2,...tries to change the subject of conversation in the middle of his friend's sentence?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,282,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,lo3li2,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,289,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,lo3au2,...tries to undermine all of his boss's ideas in front of others?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,295,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,lo3fa2,...skips to the front of the line because his friend is an employee?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,283,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,lo3sa2,...searches through the trash to find women's discarded underwear?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,299,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,submit,p1_submit_2,Next Question,0,,2022-02-04 19:23:58,,,,,,,,302,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,note,prompt_pd32,"Maria has done the following: 
 - sends out an email to other employees at her company, calling their company president an ""idiot""
 - hires her nephew for a job, instead of a more qualified applicant
 - tries to change the subject of conversation in the middle of her friend's sentence
 
 Given this information, how likely (1 - very unlikely to 7 - very likely) is it that Maria:",1,condition == 2,2022-02-04 19:23:58,,,,,,,,31,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3fa2,"...requires all her employees to split their bonuses evenly, even though some earn larger bonuses than others?",0,condition == 2,2022-02-04 19:23:58,,,,,,,,59,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3li2,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,52,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3sa2,...eats the flesh of a deceased relative as part of a group funeral rite?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,79,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3po2,...walks away while her conversation partner is still speaking?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,71,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3au2,"...takes her father's car out after curfew, against his wishes?",0,condition == 2,2022-02-04 19:23:58,,,,,,,,93,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3ca2,...is driving along an empty road and sees a man who is clearly injured; she does not stop to help him?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,45,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,pd3lo2,...shares a secret that her best friend entrusted to her; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,100,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,submit,p2_submit_2,Next Question,0,,2022-02-04 19:23:58,,,,,,,,303,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,note,prompt_sa32,"James has done the following: 
 - searches through the trash to find women's discarded underwear
 - offers to have oral sex with anyone in the bar while drunk
 - takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage
 
 Given this information, how likely (1 - very unlikely to 7 - very likely) is it that James:",1,condition == 2,2022-02-04 19:23:58,,,,,,,,112,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3ca2,...spanks his child with a spatula for getting bad grades in school?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,174,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3fa2,...bribes his landlord to be the first to get his apartment repainted?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,183,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3au2,...tries to undermine all of his boss's ideas in front of others?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,124,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3lo2,...celebrates with the opposing team's players who just won the game?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,142,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3li2,...is the leader of a club and bans members from wearing bright colors during club meetings?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,144,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3po2,...goes to a birthday party for his friend but does not bring a gift?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,119,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,sa3sa2,...eats the flesh of a deceased relative as part of a group funeral rite?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,126,1.0
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,submit,p3_submit_2,Next Question,0,,2022-02-04 19:23:58,,,,,,,,304,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,note,prompt_li32,"Jennifer has done the following: 
 - tells her fiance that he has to switch to her political party
 - is the leader of a club and bans members from wearing bright colors during club meetings
 - is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings
 
 Given this information, how likely (1 - very unlikely to 7 - very likely) is it that Jennifer:",1,condition == 2,2022-02-04 19:23:58,,,,,,,,195,
Inference_Task,10,19809127,1IUxv5Ynj1mozQtKZ1LH4wrv4PlYLv0bA7deAPo4wDqWsHtrnUf3cjgni7Bjq05w,rating_button,li3sa2,...marries her first cousin in an elaborate wedding?,0,condition == 2,2022-02-04 19:23:58,,,,,,,,256,
